basin,year,storm,datetime,env_path,nc_path,direction,intensity,split,direction_reflected
WP,2018,RUMBIA,2018081800,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/RUMBIA/2018081800.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/RUMBIA/TCND_RUMBIA_2018081800_sst_z_u_v.nc,5,2,wp_val,5
WP,2018,RUMBIA,2018081806,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/RUMBIA/2018081806.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/RUMBIA/TCND_RUMBIA_2018081806_sst_z_u_v.nc,7,2,wp_val,7
WP,2018,RUMBIA,2018081812,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/RUMBIA/2018081812.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/RUMBIA/TCND_RUMBIA_2018081812_sst_z_u_v.nc,7,2,wp_val,7
WP,2018,RUMBIA,2018081818,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/RUMBIA/2018081818.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/RUMBIA/TCND_RUMBIA_2018081818_sst_z_u_v.nc,7,3,wp_val,7
WP,2018,RUMBIA,2018081900,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/RUMBIA/2018081900.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/RUMBIA/TCND_RUMBIA_2018081900_sst_z_u_v.nc,7,0,wp_val,7
WP,2018,RUMBIA,2018081906,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/RUMBIA/2018081906.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/RUMBIA/TCND_RUMBIA_2018081906_sst_z_u_v.nc,7,0,wp_val,7
WP,2018,RUMBIA,2018081912,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/RUMBIA/2018081912.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/RUMBIA/TCND_RUMBIA_2018081912_sst_z_u_v.nc,7,1,wp_val,7
WP,2018,RUMBIA,2018081918,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/RUMBIA/2018081918.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/RUMBIA/TCND_RUMBIA_2018081918_sst_z_u_v.nc,7,1,wp_val,7
WP,2018,RUMBIA,2018082000,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/RUMBIA/2018082000.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/RUMBIA/TCND_RUMBIA_2018082000_sst_z_u_v.nc,-1,-1,wp_val,-1
WP,2018,RUMBIA,2018082006,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/RUMBIA/2018082006.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/RUMBIA/TCND_RUMBIA_2018082006_sst_z_u_v.nc,-1,-1,wp_val,-1
WP,2018,RUMBIA,2018082012,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/RUMBIA/2018082012.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/RUMBIA/TCND_RUMBIA_2018082012_sst_z_u_v.nc,-1,-1,wp_val,-1
WP,2018,RUMBIA,2018082018,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/RUMBIA/2018082018.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/RUMBIA/TCND_RUMBIA_2018082018_sst_z_u_v.nc,-1,-1,wp_val,-1
WP,2018,SANBA,2018021000,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SANBA/2018021000.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SANBA/TCND_SANBA_2018021000_sst_z_u_v.nc,4,0,wp_train,4
WP,2018,SANBA,2018021006,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SANBA/2018021006.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SANBA/TCND_SANBA_2018021006_sst_z_u_v.nc,4,0,wp_train,4
WP,2018,SANBA,2018021012,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SANBA/2018021012.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SANBA/TCND_SANBA_2018021012_sst_z_u_v.nc,4,0,wp_train,4
WP,2018,SANBA,2018021018,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SANBA/2018021018.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SANBA/TCND_SANBA_2018021018_sst_z_u_v.nc,4,0,wp_train,4
WP,2018,SANBA,2018021100,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SANBA/2018021100.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SANBA/TCND_SANBA_2018021100_sst_z_u_v.nc,4,0,wp_train,4
WP,2018,SANBA,2018021106,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SANBA/2018021106.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SANBA/TCND_SANBA_2018021106_sst_z_u_v.nc,4,3,wp_train,4
WP,2018,SANBA,2018021112,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SANBA/2018021112.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SANBA/TCND_SANBA_2018021112_sst_z_u_v.nc,4,3,wp_train,4
WP,2018,SANBA,2018021118,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SANBA/2018021118.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SANBA/TCND_SANBA_2018021118_sst_z_u_v.nc,4,3,wp_train,4
WP,2018,SANBA,2018021200,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SANBA/2018021200.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SANBA/TCND_SANBA_2018021200_sst_z_u_v.nc,4,3,wp_train,4
WP,2018,SANBA,2018021206,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SANBA/2018021206.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SANBA/TCND_SANBA_2018021206_sst_z_u_v.nc,4,3,wp_train,4
WP,2018,SANBA,2018021212,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SANBA/2018021212.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SANBA/TCND_SANBA_2018021212_sst_z_u_v.nc,4,2,wp_train,4
WP,2018,SANBA,2018021218,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SANBA/2018021218.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SANBA/TCND_SANBA_2018021218_sst_z_u_v.nc,4,2,wp_train,4
WP,2018,SANBA,2018021300,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SANBA/2018021300.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SANBA/TCND_SANBA_2018021300_sst_z_u_v.nc,4,2,wp_train,4
WP,2018,SANBA,2018021306,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SANBA/2018021306.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SANBA/TCND_SANBA_2018021306_sst_z_u_v.nc,3,2,wp_train,3
WP,2018,SANBA,2018021312,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SANBA/2018021312.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SANBA/TCND_SANBA_2018021312_sst_z_u_v.nc,3,2,wp_train,3
WP,2018,SANBA,2018021318,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SANBA/2018021318.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SANBA/TCND_SANBA_2018021318_sst_z_u_v.nc,3,3,wp_train,3
WP,2018,SANBA,2018021400,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SANBA/2018021400.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SANBA/TCND_SANBA_2018021400_sst_z_u_v.nc,5,3,wp_train,5
WP,2018,SANBA,2018021406,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SANBA/2018021406.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SANBA/TCND_SANBA_2018021406_sst_z_u_v.nc,5,3,wp_train,5
WP,2018,SANBA,2018021412,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SANBA/2018021412.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SANBA/TCND_SANBA_2018021412_sst_z_u_v.nc,5,2,wp_train,5
WP,2018,SANBA,2018021418,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SANBA/2018021418.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SANBA/TCND_SANBA_2018021418_sst_z_u_v.nc,5,2,wp_train,5
WP,2018,SANBA,2018021500,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SANBA/2018021500.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SANBA/TCND_SANBA_2018021500_sst_z_u_v.nc,5,2,wp_train,5
WP,2018,SANBA,2018021506,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SANBA/2018021506.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SANBA/TCND_SANBA_2018021506_sst_z_u_v.nc,4,2,wp_train,4
WP,2018,SANBA,2018021512,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SANBA/2018021512.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SANBA/TCND_SANBA_2018021512_sst_z_u_v.nc,-1,-1,wp_train,-1
WP,2018,SANBA,2018021518,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SANBA/2018021518.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SANBA/TCND_SANBA_2018021518_sst_z_u_v.nc,-1,-1,wp_train,-1
WP,2018,SANBA,2018021600,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SANBA/2018021600.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SANBA/TCND_SANBA_2018021600_sst_z_u_v.nc,-1,-1,wp_train,-1
WP,2018,SANBA,2018021606,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SANBA/2018021606.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SANBA/TCND_SANBA_2018021606_sst_z_u_v.nc,-1,-1,wp_train,-1
WP,2018,SHANSHAN,2018080200,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SHANSHAN/2018080200.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SHANSHAN/TCND_SHANSHAN_2018080200_sst_z_u_v.nc,4,0,wp_train,4
WP,2018,SHANSHAN,2018080206,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SHANSHAN/2018080206.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SHANSHAN/TCND_SHANSHAN_2018080206_sst_z_u_v.nc,4,0,wp_train,4
WP,2018,SHANSHAN,2018080212,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SHANSHAN/2018080212.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SHANSHAN/TCND_SHANSHAN_2018080212_sst_z_u_v.nc,4,0,wp_train,4
WP,2018,SHANSHAN,2018080218,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SHANSHAN/2018080218.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SHANSHAN/TCND_SHANSHAN_2018080218_sst_z_u_v.nc,5,0,wp_train,5
WP,2018,SHANSHAN,2018080300,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SHANSHAN/2018080300.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SHANSHAN/TCND_SHANSHAN_2018080300_sst_z_u_v.nc,5,0,wp_train,5
WP,2018,SHANSHAN,2018080306,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SHANSHAN/2018080306.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SHANSHAN/TCND_SHANSHAN_2018080306_sst_z_u_v.nc,5,0,wp_train,5
WP,2018,SHANSHAN,2018080312,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SHANSHAN/2018080312.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SHANSHAN/TCND_SHANSHAN_2018080312_sst_z_u_v.nc,5,0,wp_train,5
WP,2018,SHANSHAN,2018080318,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SHANSHAN/2018080318.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SHANSHAN/TCND_SHANSHAN_2018080318_sst_z_u_v.nc,5,0,wp_train,5
WP,2018,SHANSHAN,2018080400,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SHANSHAN/2018080400.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SHANSHAN/TCND_SHANSHAN_2018080400_sst_z_u_v.nc,5,0,wp_train,5
WP,2018,SHANSHAN,2018080406,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SHANSHAN/2018080406.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SHANSHAN/TCND_SHANSHAN_2018080406_sst_z_u_v.nc,6,0,wp_train,6
WP,2018,SHANSHAN,2018080412,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SHANSHAN/2018080412.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SHANSHAN/TCND_SHANSHAN_2018080412_sst_z_u_v.nc,6,0,wp_train,6
WP,2018,SHANSHAN,2018080418,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SHANSHAN/2018080418.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SHANSHAN/TCND_SHANSHAN_2018080418_sst_z_u_v.nc,6,0,wp_train,6
WP,2018,SHANSHAN,2018080500,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SHANSHAN/2018080500.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SHANSHAN/TCND_SHANSHAN_2018080500_sst_z_u_v.nc,6,3,wp_train,6
WP,2018,SHANSHAN,2018080506,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SHANSHAN/2018080506.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SHANSHAN/TCND_SHANSHAN_2018080506_sst_z_u_v.nc,6,3,wp_train,6
WP,2018,SHANSHAN,2018080512,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SHANSHAN/2018080512.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SHANSHAN/TCND_SHANSHAN_2018080512_sst_z_u_v.nc,6,3,wp_train,6
WP,2018,SHANSHAN,2018080518,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SHANSHAN/2018080518.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SHANSHAN/TCND_SHANSHAN_2018080518_sst_z_u_v.nc,6,3,wp_train,6
WP,2018,SHANSHAN,2018080600,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SHANSHAN/2018080600.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SHANSHAN/TCND_SHANSHAN_2018080600_sst_z_u_v.nc,5,3,wp_train,5
WP,2018,SHANSHAN,2018080606,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SHANSHAN/2018080606.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SHANSHAN/TCND_SHANSHAN_2018080606_sst_z_u_v.nc,5,0,wp_train,5
WP,2018,SHANSHAN,2018080612,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SHANSHAN/2018080612.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SHANSHAN/TCND_SHANSHAN_2018080612_sst_z_u_v.nc,5,0,wp_train,5
WP,2018,SHANSHAN,2018080618,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2018/SHANSHAN/2018080618.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2018/SHANSHAN/TCND_SHANSHAN_2018080618_sst_z_u_v.nc,5,0,wp_train,5
